_	PRON VERB DET ADJ NOUN PART ADV SCONJ PUNCT ADP CCONJ AUX NUM PROPN SYM INTJ _
wisecracks	NOUN
wisecrack	NOUN
oas	X
delegates	NOUN
wept	VERB
begged	VERB
shahar	PROPN
thought-nourishing	VERB
nourish+though	VERB
sages	NOUN
bulbous	ADJ
deadness	NOUN
presses	VERB
intelligible	ADJ
metaphysical	ADJ
openness	NOUN
rockjumbled	ADJ
gai-hinnom	PROPN
gehenna	PROPN
worshipers	NOUN
moloch	PROPN
karaite	ADJ
mingling	NOUN
queerly	ADV
geologically	ADV
dolomite	NOUN
hoarier	ADJ
hoary	ADJ
commonplace	ADJ
wolfson	PROPN
toughies	NOUN
toughie	NOUN
stiffening	VERB
stiffen	VERB
dangerous-loiterer	NOUN
muscular	ADJ
ornamented	VERB
nags	NOUN
horseshoes	NOUN
horseshoe	NOUN
bridles	NOUN
bridle	NOUN
tombed	ADJ
caverns	NOUN
corpses	NOUN
fenders	NOUN
rusting	VERB
jeremiah	PROPN
elie	PROPN
kedourie	PROPN
relied	VERB
public-relations	ADJ NOUN
booz	PROPN
lent	VERB
lend	VERB
liberalize	VERB
coup-d'etat	NOUN
landowners	NOUN
landowner	NOUN
buttressed	VERB
buttress	VERB NOUN
presumable	ADV
legitimated	VERB
populace	NOUN
ideals	NOUN
gliding	VERB
glide	VERB NOUN
eichelberger	PROPN
confidants	NOUN
confidant	NOUN
back-and-forth	ADV
mohieddin	PROPN
c.i.a.	PROPN
politisized	VERB
politisize	VERB
partisan	ADJ
leninism	NOUN
refreshed	VERB
patriots	NOUN
cadres	NOUN
cadre	NOUN
collaborators	NOUN
collaborator	NOUN
pressing	ADJ VERB
befriend	VERB
mover	NOUN
shaker	NOUN
shaper	NOUN
surrendering	VERB NOUN
fantasies	NOUN
omnipotence	NOUN
nation-making	ADJ
plenipotentiary	NOUN
bolshevik	ADJ
tyranny	NOUN
puzzling	ADJ
imparting	VERB
whence	ADV
functionaries	NOUN
functionary	NOUN
compson	PROPN
cummings	PROPN
thirties	NOUN
kike	NOUN
wop	NOUN
flinching	VERB
flinch	VERB
flinched	VERB
faulkner	PROPN
ben-gurion	PROPN
goyish	ADJ
two-hundred-year	NOUN
signified	VERB
signify	VERB
denounced	VERB
denounce	VERB
swindles	NOUN
swindle	NOUN
observant	ADJ
ashkenazi	PROPN
unimaginative	ADJ
baksheesh	NOUN
deplorable	ADJ
paradox	NOUN
jakov	PROPN
lind	PROPN
inordinate	ADJ
persistency	NOUN
remembering	VERB
maritain	PROPN
anti-semitism	NOUN
ironies	NOUN
jehosaphat	PROPN
schoolrooms	NOUN
schoolroom	NOUN
uncomfortably	ADV
jordanians	NOUN
herodian	ADJ
absalom	PROPN
interminable	ADJ
lamentation	NOUN
messiah	PROPN
death-speckled	ADJ
dungarees	NOUN
dungaree	NOUN
sweaters	NOUN
sly	ADJ
stendhal	PROPN
ferte	PROPN
mace	PROPN
bravest	ADJ
mandelstams	PROPN
mandelstam	PROPN
sinyavskys	PROPN
sinyavsky	PROPN
siberia	PROPN
osip	PROPN
recited	VERB
concentrates	VERB
auerbach	PROPN
caesarea	PROPN
kibbutznik	NOUN
mid-ocean	NOUN
boyish	ADJ
copper-brown	ADJ
valise	NOUN
booze	NOUN
activates	VERB
grieving	VERB
grieve	VERB
electronic-warfare	NOUN
aquavit	NOUN
passionately	ADV
moab	PROPN
ghetto	NOUN
sdot	PROPN
infrequently	ADV
supermechanized	VERB
supermechanize	VERB
ultraefficient	ADJ
potash	NOUN
naples	PROPN
twenty-thousand-dollar	NOUN
berth	NOUN
unloaded	ADJ
demurrage	NOUN
holdup	NOUN
racketeers	NOUN
racketeer	NOUN
commonest	ADJ
screwing	VERB
honking	VERB
honk	VERB
panting	ADJ VERB
standstill	NOUN
snarl	NOUN
pangs	NOUN
pang	NOUN
rowdy	ADJ
holocausts	NOUN
watches	NOUN
shorthanded	ADJ
chatted	VERB
stromboli	PROPN
crimson	ADJ
balkans	PROPN
balkan	PROPN ADJ
bastard	NOUN
foul	ADJ
ballast	NOUN
pollutes	VERB
harold	PROPN
rosenberg	PROPN
gale	NOUN
harangue	NOUN
expostulation	NOUN
prophecy	NOUN
cagey	ADJ
rephrasing	VERB
rephrase	VERB
amending	VERB
shoreless	ADJ
orchestras	NOUN
jaffa	PROPN
dynamite	NOUN
coolly	ADV
lamps	NOUN
immovable	ADJ
nellie	PROPN
cruising	ADJ
yawl	NOUN
sea-reach	NOUN
waterway	NOUN
welded	VERB
weld	VERB
luminous	ADJ
tanned	ADJ
drifting	VERB
sharply	ADV
peaked	ADJ VERB
gleams	NOUN
sprits	NOUN
sprit	NOUN
haze	NOUN
vanishing	VERB ADJ
flatness	NOUN
mournful	ADJ
brooding	VERB ADJ
brood	VERB ADJ
affectionately	ADV
bows	NOUN
seaward	ADV
nautical	ADJ
trustworthiness	NOUN
personified	VERB
personify	VERB
estuary	NOUN
yarns	NOUN
cushion	NOUN
dominoes	NOUN
domino	NOUN
architecturally	ADV
cross-legged	ADJ
aft	ADV
mizzen-mast	NOUN
complexion	NOUN
palms	NOUN
lazily	ADV
meditative	ADJ
brilliance	NOUN
pacifically	ADV
immensity	NOUN
unstained	ADJ
gauzy	ADJ
diaphanous	ADJ
somber	ADJ
angered	VERB
curved	ADJ
imperceptible	ADJ
forthwith	ADV
unruffled	ADJ
peopled	VERB
dignity	NOUN
uttermost	ADJ
departs	VERB
reverence	NOUN
tidal	ADJ
unceasing	ADJ
untitled	VERB
knights-errant	NOUN
flanks	NOUN
highness	NOUN
erebus	PROPN
conquests	NOUN
deptford	PROPN
greenwich	PROPN
erith	PROPN
adventurers	NOUN
adventurer	NOUN
admirals	NOUN
interlopers	NOUN
interloper	NOUN
fleets	NOUN
bearers	NOUN
bearer	NOUN
commonwealths	NOUN
germs	NOUN
empires	NOUN
dusk	NOUN
chapman	PROPN
lighthouse	NOUN
three-legged	ADJ
mud-flat	NOUN
ominously	ADV
wanderer	NOUN
stay-at-home	ADJ
immutability	NOUN
disdainful	ADJ
inscrutable	ADJ
suffices	VERB
suffice	VERB
propensity	NOUN
kernel	NOUN
enveloping	VERB
misty	ADJ
halos	NOUN
halo	NOUN
illumination	NOUN
moonshine	NOUN
'ye	PRON
trireme	NOUN
gauls	NOUN
legionaries	NOUN
legionary	NOUN
concertina	NOUN
sandbanks	NOUN
sandbank	NOUN
forests	NOUN
falernian	ADJ
wilderness	NOUN
tempests	NOUN
skulking	VERB
skulk	VERB
cheered	VERB
ravenna	PROPN
dice	NOUN
tax-gatherer	NOUN
mend	VERB
savagery	NOUN
stirs	VERB
jungles	NOUN
detestable	ADJ
powerless	ADJ
buddha	PROPN
preaching	VERB
lotus-flower	NOUN
devotion	NOUN
colonists	NOUN
colonist	NOUN
conquerors	NOUN
conqueror	NOUN
robbery	NOUN
redeems	VERB
sentimental	ADJ
unselfish	ADJ
glided	VERB
overtaking	VERB
deepening	ADJ NOUN VERB
sleepless	ADJ
hesitating	ADJ
fresh-water	NOUN
inconclusive	ADJ
tellers	NOUN
teller	NOUN
farthest	ADJ
culminating	ADJ
culminate	ADJ
pitiful	ADJ
loafing	VERB
hindering	VERB
civilize	VERB
glories	NOUN
equator	NOUN
hemispheres	NOUN
hankering	VERB
hanker	VERB
boyhood	NOUN
gloriously	ADV
resembling	VERB
uncoiled	ADJ
curving	VERB
shop-window	NOUN
steamboats	NOUN
charmed	VERB
queer	ADJ
confounded	ADJ
contentedly	ADV
embraced	VERB
flannel	NOUN
custom-house	NOUN
slips	VERB
enigma	NOUN
insipid	ADJ
featureless	ADJ
grimness	NOUN
colossal	ADJ
fringed	VERB
surf	NOUN
fierce	ADJ
grayish-whitish	ADJ
specks	NOUN
pin-heads	NOUN
pin-head	NOUN
expanse	NOUN
levy	VERB NOUN
god-forsaken	ADJ
flag-pole	NOUN
flung	VERB
gran'	ADJ
bassam	PROPN
popo	PROPN
sordid	ADJ
backcloth	NOUN
idleness	NOUN
languid	ADJ
somberness	NOUN
toil	NOUN VERB
momentary	ADJ
eyeballs	NOUN
eyeball	NOUN
perspiration	NOUN
vitality	NOUN
man-of-war	NOUN
shelling	VERB
ensign	NOUN
muzzles	NOUN
muzzle	NOUN
eight-inch	ADJ
projectile	NOUN
insanity	NOUN
lugubrious	ADJ
drollery	NOUN
dissipated	VERB
earnestly	ADV
earthy	ADJ
overheated	ADJ
overheat	ADJ
formless	ADJ
thickened	VERB
thicken	VERB
slime	NOUN
mangroves	NOUN
mangrove	NOUN
extremity	NOUN
impotent	ADJ
particularized	ADJ
particularize	ADJ
nightmares	NOUN
sea-going	ADJ
morose	ADJ
gait	NOUN
contemptuously	ADV
bitterness	NOUN
francs	NOUN
franc	NOUN
so-o-o	INTJ
athwart	ADV
vigilantly	ADV
hanged	VERB
watchfully	ADV
turned-up	ADJ
turn+up	ADJ
declivity	NOUN
devastation	NOUN
jetty	NOUN
blinding	ADJ NOUN
recrudescence	NOUN
barrack-like	ADJ
wallowing	VERB
wallow	VERB
bowlders	NOUN
bowlder	NOUN
railway-truck	NOUN
carcass	NOUN
decaying	ADJ
feebly	ADV
tooted	VERB
toot	VERB
detonation	NOUN
objectless	ADJ
blasting	NOUN
clinking	VERB
clink	VERB NOUN
toiling	VERB
baskets	NOUN
footsteps	NOUN
footstep	NOUN
loins	NOUN
loin	NOUN
wagged	VERB
bights	NOUN
bight	NOUN
outraged	ADJ VERB
insoluble	ADJ
dilated	ADJ
dilate	ADJ
quivered	VERB
quiver	VERB
stonily	ADV
deathlike	ADJ
indifference	NOUN
reclaimed	VERB
reclaim	VERB
despondently	ADV
hoisted	VERB
alacrity	NOUN
prudence	NOUN
speedily	ADV
rascally	ADJ
exalted	ADJ
chain-gang	NOUN
blundered	VERB
lusty	ADJ
red-eyed	ADJ
swayed	VERB
weak-eyed	ADJ
rapacious	ADJ
obliquely	ADV
quarry	NOUN
sandpit	NOUN
philanthropic	ADJ
scar	NOUN
drainage-pipes	NOUN
drainage-pipe	NOUN
wanton	ADJ
smash-up	NOUN
inferno	NOUN
headlong	ADV
stillness	NOUN
stirred	VERB
trunks	NOUN
trunk	NOUN
effaced	VERB
efface	VERB
tore	VERB
twenty-mile	NOUN
axe	NOUN
disclaim	VERB
indefinable	ADJ
stealthy	ADJ
obeyed	VERB
mistrust	NOUN
constitutions	NOUN
rioted	VERB
pompously	ADV
entrails	NOUN
entrail	NOUN
fancied	VERB
quarrels	NOUN
precedence	NOUN
mess-room	NOUN
unalterable	ADJ
uncivil	ADJ
overfed	ADJ
overfeed	ADJ
insolence	NOUN
up-river	NOUN
sealing-wax	NOUN
fidgeted	VERB
fidget	VERB
dumbfounded	ADJ
futile	ADJ
veranda	NOUN
startlingly	ADV
nicety	NOUN
requisite	NOUN ADJ
redeeming	ADJ
faithless	ADJ
rapacity	NOUN
whiff	NOUN
unreal	ADJ
invincible	ADJ
avenging	ADJ
avenge	ADJ
dismantled	ADJ
dismantle	ADJ VERB
capers	NOUN
quart	NOUN
leaped	VERB
lighted	VERB
embers	NOUN
ember	NOUN
fiercely	ADV
screeching	VERB
gentlemanly	ADJ
forked	ADJ
stand-offish	ADJ
aristocrat	NOUN
silver-mounted	ADJ
dressing-case	NOUN
mats	NOUN
assegais	NOUN
assegai	NOUN
trophies	NOUN
intrusted	VERB
intrust	VERB
beguiled	VERB
beguil	VERB
backbiting	VERB
backbite	VERB
plotting	VERB
trading-post	NOUN
slandered	VERB
slander	VERB
effectually	ADV
halter	NOUN
overrides	VERB
override	VERB
ojala	PROPN
a4-0072/97	NUM
resale	NOUN
preparatory	ADJ
albania	PROPN
hong-kong	PROPN
deep-rooted	ADJ
disagreement	NOUN
make-up	NOUN
refiners	NOUN
refiner	NOUN
environment-friendly	ADJ
confidence-building	NOUN
cypriots	NOUN
cypriot	NOUN
lawful	ADJ
no-6	NUM
pirker	PROPN
h-0218/97	NUM
europol	PROPN
ratification	NOUN
accession	NOUN
lomas	PROPN
electioneering	VERB
electioneer	VERB
96/23	NUM
supervisory	ADJ
tougher	ADJ
interpreting	NOUN
sjöstedt	PROPN
no-15	NUM
medina	PROPN
ortega	PROPN
h-0237/97	NUM
stoa	PROPN
sulphur	NOUN
fuels	NOUN
rapporteur	NOUN
concessions	NOUN
nos	NOUN
38	NUM
codifies	VERB
codify	VERB
meps	NOUN
mep	NOUN
oomen-ruijten	PROPN
glase	PROPN
part-session	NOUN
bee-keeping	NOUN
petitions	NOUN
1996-1997	NUM
plaudits	NOUN
plaudit	NOUN
owed	VERB
televising	VERB
competence	NOUN
high-speed	NOUN
impunity	NOUN
cornelissen	PROPN
oral	ADJ
non-european	ADJ
barbaric	ADJ
bemused	ADJ
directives	NOUN
manoeuvring	NOUN VERB
11.25	NUM
11.30	NUM
macao	PROPN
economies	NOUN
world-wide	ADV
96/96/ec	NUM
roadworthiness	NOUN
endangering	VERB
entrenched	VERB ADJ
entrench	VERB
national-level	NOUN
combating	VERB
heartening	VERB
hearten	VERB
recognises	VERB
exempt	VERB
energy-intensive	ADJ
exemption	NOUN
kerosene	NOUN
one-sided	ADJ
rightholders	NOUN
rightholder	NOUN
logically	ADV
exemptions	NOUN
barzanti	PROPN
bohéme	NOUN
garret	NOUN
banning	VERB
trans-european	ADJ
death-knell	NOUN
recitals	NOUN
stranglehold	NOUN
uphold	VERB
remuneration	NOUN
forwards	ADV
harmonisation	NOUN
c4-0497/98-98/0126	NUM
cns	X
fischler	PROPN
overproduction	NOUN
miert	PROPN
thors	PROPN
finnish	NOUN PROPN
cross-border	ADJ
especial	ADJ
no-46	NUM
christine	PROPN
oddy	PROPN
h-0002/99	NUM
honourable	ADJ
hatzidakis	PROPN
broek	PROPN
no-59	NUM
h-0045/99	NUM
supplementary	ADJ
closing-down	NOUN
sellafield	PROPN
fitzsimons	PROPN
7.15	NUM
equilibrium	NOUN
approving	VERB
wine-growing	VERB
grow+wine	VERB
vine	NOUN PROPN
brittan	PROPN
bonn	PROPN
eu/us	PROPN
eu+us	PROPN
santer	PROPN
rightly	ADV
circumvention	NOUN
evasion	NOUN
haug	PROPN
appropriateness	NOUN
unanimity	NOUN
cresson	PROPN
valverde	PROPN
crystal-clear	ADJ
kinnock	PROPN
no-44	NUM
bernie	PROPN
malone	PROPN
h-0209/99	NUM
6500	NUM
depredations	NOUN
depredation	NOUN
edu	PROPN
plying	VERB
no-49	NUM
imports	NOUN
exporters	NOUN
burma	PROPN
gsp	PROPN
receipts	NOUN
conciliation	NOUN
seaports	NOUN
seaport	NOUN
no-8	NUM
essen	PROPN
summarising	VERB
non-mediterranean	ADJ
investments	NOUN PROPN
revenue-raising	ADJ
raise+revenue	ADJ
privatisation	NOUN
liberalisation	NOUN
rapporteurs	NOUN
applicants	NOUN
welcomes	VERB
over-prescriptive	ADJ
thanking	VERB
oil-fired	ADJ
shades	NOUN
rugs	NOUN
cherry-	NOUN
cherry	NOUN
satin-wood	NOUN
beadwork	NOUN
progression	NOUN
mackie	PROPN
measurement	NOUN
elastic	NOUN
adamson	PROPN
kensington	PROPN
slowing	VERB
fullness	NOUN
estates	NOUN
priory	NOUN
depopulated	VERB
depopulate	VERB
shop-cum-post-office	NOUN
cottages	NOUN
sad-feeling	ADJ
stubborn	ADJ
two-hours-and-a-bit	NOUN
conferred	VERB
confer	VERB
delegations	NOUN
marvellous	ADJ
cycled	VERB
venetia	PROPN
uprush	NOUN
effacing	VERB
impersonal	ADJ
stimulant	NOUN
injected	VERB
façade	NOUN
lintels	NOUN
lintel	NOUN
sills	NOUN
look-out	NOUN
moths	NOUN
moth	NOUN
gardened	VERB
desultorily	ADV
crumbs	NOUN
crumb	NOUN
fruit-cake	NOUN
flag-stones	NOUN
flag-stone	NOUN
wavered	VERB
meadows	NOUN
meadow	NOUN
partridge	NOUN
gun-oil	NOUN
conveyed	VERB
living-room	NOUN
stravinsky	PROPN
poulenc	PROPN
nieces	NOUN
nephews	NOUN
dissembling	VERB
dissemble	VERB
confronted	VERB
self-questioning	ADJ
glibness	NOUN
calmly	ADV
youngish	ADJ
schoolgirls	NOUN
quitted	VERB
m.p.	NOUN
banished	VERB
banish	VERB
twenty-two	NUM
amounted	VERB
pressed-down	ADJ
banked-over	ADJ
englishwoman	NOUN
black-red	ADJ
erased	ADJ
erase	ADJ
boxwood	NOUN
scribbles	NOUN
mothy	ADJ
premonition	NOUN
stock-still	ADV
misunderstood	VERB
misunderstand	VERB
mozart	PROPN
dill	NOUN
hatched	VERB
steadied	VERB
bleary	ADJ
shopwindow	NOUN
haule	VERB
icy-wet	ADJ
aegean	PROPN
thyme	NOUN
exhausted-looking	ADJ
bundled	VERB
crinkly	ADJ
grasping	VERB
cramp	NOUN
aprons	NOUN
evzone	ADJ
dolls	NOUN
badges	NOUN
cantons	NOUN
canton	NOUN
sewn	VERB
sew	VERB
kano	PROPN
brighter	ADJ
persisting	VERB
persists	VERB
woodsmoke	NOUN
airless	ADJ
apologizing	VERB
rearrange	VERB
anticipation	NOUN
aroused	VERB
arouse	VERB
hairnets	NOUN
hairnet	NOUN
stubble	NOUN
lavatories	NOUN
sponge-bag	NOUN
dozed	VERB
doze	VERB
wedged	VERB
apologetically	ADV
cologne	NOUN PROPN
freckled	ADJ
freckle	ADJ
brick-dust	NOUN
furze	NOUN
river-beds	NOUN
river-bed	NOUN
unhooked	VERB
unhook	VERB
underfoot	ADV
cloyingly	ADV
insecticide	NOUN
mosquitoes	NOUN
tsetse	NOUN
raw-potato	NOUN
undergrowth	NOUN
disembarking	ADJ
disembark	ADJ
processional	ADJ
strands	NOUN
sun-yellowed	ADJ
cheekbones	NOUN
cheekbone	NOUN
baldish	ADJ
overawing	ADJ
genteel	ADJ
man-about-town	NOUN
isoza	PROPN
reclamation	NOUN
spiders	NOUN
flattened	VERB
starfish	NOUN
intensely	ADV
festus	PROPN
eat-e	VERB
specially	ADV
obstinate	ADJ
self-righteously	ADV
self-righteous	ADV
old-maid	NOUN
retailing	VERB
paternalist	ADJ
appointing	VERB
magistrate	NOUN
resentment	NOUN
magistrates	NOUN
bottomless	ADJ
wrinkled	ADJ
mugs	NOUN
mug	NOUN
deportation	NOUN
mouthful	NOUN
left-over	ADJ
leave+over	ADJ
instructing	VERB
lambala-speaking	ADJ
beatingsup	NOUN
burnings	NOUN
contented	ADJ
refilled	VERB
cockroaches	NOUN
cockroach	NOUN
twirl	VERB
antennae	NOUN
antenna	NOUN
flicked	VERB
avocado	NOUN
pear	NOUN
matchsticks	NOUN
matchstick	NOUN
volition	NOUN
reproachfully	ADV
reproachful	ADV
snored	VERB
snore	VERB
expunging	VERB
expunge	VERB
perimeter	NOUN
kenyatta	PROPN
collided	VERB
collide	VERB
glances	NOUN
half-a-crown	NOUN
queueing	VERB
cigarette-making	ADJ
tiers	NOUN
velvet-draped	ADJ
canopied	VERB
dais	NOUN
solemnities	NOUN
raced	VERB
snaking	VERB
thrusting	VERB
thrust	VERB
contraptions	NOUN
shutters	NOUN
flashlights	NOUN
workmen	NOUN
workman	NOUN
disorderly	ADJ
attainment	NOUN
willed	VERB
togas	NOUN
medalled	ADJ
ululating	ADJ
ululate	ADJ
clashing	ADJ
icecream	NOUN
tricycles	NOUN
tricycle	NOUN
amphitheatre	NOUN
mummified	ADJ
mummify	ADJ
irresistibly	ADV
spectator	NOUN
half-embarrassed	VERB
whitened	VERB
whiten	VERB
banquets	NOUN
luncheons	NOUN
saluted	VERB
mock	ADJ VERB
half-dressed	VERB
spontaneously	ADV
tanganyika	PROPN
cyprian	PROPN
kente	PROPN
tindi	PROPN
ghanaians	NOUN
ghanaian	NOUN
hungarians	NOUN
hungarian	NOUN ADJ
all-night	ADV
marquee	NOUN
mingled	VERB
whipped	VERB ADJ
gaiety	NOUN
divans	NOUN
divan	NOUN
borrowed	VERB
blown-up	ADJ
queenly	ADJ
well-mannered	ADJ
disciplined	ADJ
permutations	NOUN
permutation	NOUN
attentions	NOUN
stiffly	ADV
gyrations	NOUN
gyration	NOUN
vanity	NOUN
pursed	VERB
soft-looking	ADJ
fingerprints	NOUN
fingerprint	NOUN
relinquished	VERB
relinquish	VERB
lieutenants	NOUN
cufflinks	NOUN
cufflink	NOUN
mussolini-jaw	NOUN
lyrical	ADJ
blandness	NOUN
brutalizing	VERB
brutalize	VERB
director-general	NOUN
stocky	ADJ
signalled	VERB
shiny	ADJ
wellshaped	ADJ
majestically	ADV
majestical	ADV
second-class	NOUN
excitedly	ADV
slighter	ADJ
glimmering	VERB
glimmer	VERB
innocently	ADV
picannins	NOUN
sulky	ADJ
glittering-eyed	ADJ
doris	PROPN
manyema	PROPN
graduates	NOUN
yellow-brown	ADJ
figurehead	NOUN
hulk	NOUN
double-chinned	ADJ
water-coloured	ADJ
water-colour	ADJ
fatigue	NOUN
colonialism	NOUN
indefensible	ADJ
shanties	NOUN
shanty	NOUN
finns	NOUN
sufferings	NOUN
neo-colonialism	NOUN
ach	INTJ
silver-nailed	ADJ
grimace-smile	NOUN
grandly	ADV
pleasantness	NOUN
dreaming	VERB
eighteenth	ADJ
gipsy	NOUN
nineteen-forties	NOUN
nineteen-forty	NOUN
birthdays	NOUN
auschwitz	PROPN
jo-ann	PROPN
marshmallow	NOUN
baring	VERB
angrily	ADV
waggled	VERB
waggle	VERB
sputnik	NOUN PROPN
odaras	PROPN
wentzes	PROPN
t'	PART
sprung	VERB
diademed	ADJ
raindrops	NOUN
raindrop	NOUN
good-naturedly	ADV
inquiringly	ADV
shied	VERB
shie	VERB
dressing-table	NOUN
hurrah	INTJ
buffeting	NOUN
moonlit	ADJ
bwana	NOUN
hedgehog	NOUN
pinkness	NOUN
cropping	VERB
silvered	ADJ
grilles	NOUN
haphazardly	ADV
hooting	ADJ
belch	NOUN
drooped	VERB
droop	VERB
throbbing	VERB
throb	VERB
purple-faced	ADJ
heave	VERB
winded	ADJ
rhinoceros	NOUN
witchcraft	NOUN
wizardry	NOUN
top-of-the-range	ADJ
padlocked	VERB
padlock	VERB
neckless	ADJ
moustache	NOUN
horse-faced	ADJ
porky	ADJ
jet-black	ADJ
lightning-shaped	ADJ
sorcerer	NOUN
twelfth	ADJ
bitterly	ADV
fortnight	NOUN
simpering	ADJ
rounded	VERB
viciously	ADV
hugged	VERB
forcefully	ADV
majorca	PROPN
unlocking	VERB
arch-enemy	NOUN
malfoy	PROPN
cunning	ADJ
clutches	NOUN
waking	VERB
livid	ADJ
absent-mindedly	ADV
jeering	ADJ
hitched	VERB
muuuuuum	INTJ
muum	INTJ
dearly	ADV
soapy	ADJ
lolled	VERB
loll	VERB
ice-creams	NOUN
mowed	VERB
mow	VERB
flowerbeds	NOUN
pruned	VERB
roses	NOUN
repainted	VERB
repaint	VERB
blazed	VERB
overhead	NOUN
savagely	ADV
manure	NOUN
sizzling	VERB
sizzle	VERB
salmon-pink	ADJ
bolted	VERB
whisked	VERB
bow-ties	NOUN
bow-tie	NOUN
bat-like	ADJ
rips	NOUN
th-thank	VERB
edging	VERB
house-elf	NOUN
petunias	PROPN
goggled	VERB
goggling	VERB
freckle-faced	ADJ
red-haired	ADJ
long-nosed	ADJ
turquoise	NOUN
gibbering	VERB
gibber	VERB
revved	VERB
rev	VERB
louder	ADJ
crunching	ADJ
hairpin	NOUN
creaks	VERB
twins	NOUN
slid	VERB
coughed	VERB
roared	VERB
whipping	VERB
dumbstruck	ADJ
joyfully	ADV
house-elves	NOUN
ironing	VERB
strutting	VERB
errol	PROPN
dashboard	NOUN
twiddled	VERB
twiddle	VERB
pinkish	ADJ
patchwork	NOUN
touchdown	NOUN
tumbledown	ADJ
pigsty	NOUN
storeys	NOUN
perched	VERB
bounding	VERB
kind-faced	ADJ
saber-toothed	ADJ
cowered	VERB
cower	VERB
hoarse	ADJ
encouragingly	ADV
scrubbed	ADJ
scrubb	ADJ
enchantment	NOUN
feasts	NOUN
washing-up	NOUN
nightdress	NOUN
squeal	NOUN
blimey	INTJ
yawned	VERB
groaned	VERB
floo	NOUN
deafening	VERB
deafen	VERB
whirl	NOUN
slapping	VERB
squinting	VERB
squint	VERB
glimpses	NOUN
churning	VERB NOUN
withered	ADJ
wither	ADJ
blood-stained	ADJ
evil-looking	ADJ
spiked	ADJ
clanged	VERB
gryffindor	PROPN
skulls	NOUN
stooping	ADJ
smoothing	VERB
borgin	PROPN
raids	NOUN
parchment	NOUN
pince-nez	NOUN
meddlesome	ADJ
plunderers	NOUN
plunderer	NOUN
favourites	NOUN
flaring	VERB
flare	VERB NOUN
haggle	VERB
hangman	NOUN
smirking	VERB
necklace	NOUN
opals	NOUN
opal	NOUN
darkly	ADV
alleyway	NOUN
burkes	PROPN
shrunken	ADJ
shabby-looking	ADJ
jumpy	ADJ
knockturn	PROPN
fingernails	NOUN
leered	VERB
mossy	ADJ
shrieks	NOUN
snow-white	ADJ
gringott	PROPN
yer	PRON
gruffly	ADV
apothecary	NOUN
ruinin'	VERB
cabbages	NOUN
ruddy	ADJ ADV
growled	VERB
growl	VERB
sprinting	VERB
mopped	VERB
gasping	VERB
strode	VERB
lucius	PROPN
tenpound	NOUN
vaults	NOUN
goblin-driven	ADJ
carts	NOUN
train-tracks	NOUN
train-track	NOUN
breakneck	ADJ
shoved	VERB
handfuls	NOUN
quill	NOUN
grangers	PROPN
cobbled	ADJ
jangling	VERB
jangle	VERB
cheerfully	ADV
peanut-butter	NOUN
slurped	VERB
prefects	NOUN
aloud	ADV
blotts	PROPN
jostling	VERB
jostle	VERB
booklist	NOUN
breathless	ADJ
patting	VERB
dazzlingly	ADV
forget-me-not	NOUN
jaunty	ADJ
irritable-looking	ADJ
emitted	VERB
bunioned	VERB
bunion	VERB
bulrush	NOUN
butt-headed	ADJ
butter-hearted	ADJ
tenacious	ADJ
buckaroo	NOUN
guv	NOUN
peculiarly	ADV
peculiar	ADV
ill-placed	ADJ
slumbered	VERB
slumber	VERB
merseybeat	NOUN
whelped	VERB
whel	VERB
noctivagant	ADJ
towe	VERB
extremes	NOUN
opposites	NOUN
woollens	NOUN
dazed	ADJ
amputated	ADJ
amputate	ADJ
scatters	NOUN
scissored	ADJ
chanel	PROPN
flimsy	ADJ
lorry	NOUN
maddening	VERB
beaten-up	ADJ
menacingly	ADV
checked-cloth	NOUN
carnations	NOUN
carnation	NOUN
rods	NOUN
grissini	NOUN
carafe	NOUN
menus	NOUN
borgias	PROPN
borgia	PROPN
draining	VERB
uncharacteristically	ADV
uncharacteristical	ADV
complacent	ADJ
yowled	VERB
yowl	VERB
firmament	NOUN
hephaestus	PROPN
smithy	NOUN
athene	PROPN
guitars	NOUN
drumsticks	NOUN
drumstick	NOUN
pearls	NOUN
transvestite	NOUN
manifested	VERB
absorbed	VERB
hams	NOUN
hooks	NOUN
skewering	VERB
glass-fronted	ADJ
glass-front	ADJ
jars	NOUN
pickles	NOUN
pears	NOUN
bobbed	VERB
buckling	VERB
unexplained	ADJ
tha	DET
resourceful	ADJ
vaguer	ADJ
petrified	ADJ
petrify	ADJ
rugger-square	NOUN
agony	NOUN
devilishly	ADV
devilish	ADV
sycamore	NOUN
enamel	NOUN
unmatched	ADJ
unmatch	ADJ
rayburn	PROPN
nightcase	NOUN
disinfectant	NOUN
out-house	NOUN
drunker	ADJ
unhygienic	ADJ
southampton	PROPN
fresh-faced	ADJ
addicted	ADJ
sentimentality	NOUN
viveurs	NOUN
viveur	NOUN
canapés	NOUN
canapé	NOUN
apparition	NOUN
brand-new	ADJ
danette	PROPN
turntable	NOUN
45r.p.m.	NOUN
dunny	NOUN
sawdust	NOUN
midden	NOUN
wheezed	VERB
whirred	VERB
coal-hole	NOUN
record-player	NOUN
inherited	VERB
crieth	VERB
aha	PROPN INTJ
wrestle	VERB
unfixed	ADJ
unfix	ADJ
solemnly	ADV
solemn	ADV
superstition	NOUN
unhappiness	NOUN
